app_name,total_volume_mn,total_value_cr,month,year,category
Idbi Bank App,0.07,38.61,Dec,2023,Bank App
City Union Bank App,0.07,22.76,Dec,2023,Bank App
Digikhata,0.07,25.8,Dec,2023,Bank App
Paytm,0.07,4.53,Dec,2023,Payment App
Citi Bank App,0.07,70.44,Dec,2023,Bank App
Fave,0.06,4.28,Dec,2023,Payment App
Fifederal,0.05,7.12,Dec,2023,Bank App
Bank Of Maharashtra App,0.04,8.1,Dec,2023,Bank App
Makemytrip,0.04,22.2,Dec,2023,Bank App
Nsdl Payments Bank App,0.04,6.36,Dec,2023,Bank App
Karur Vysya Bank App,0.04,13.69,Dec,2023,Bank App
Equitas Small Finance Bank App,0.03,21.86,Dec,2023,Bank App
Allahabad Bank App,0.03,7.01,Dec,2023,Bank App
Dhani,0.03,2.01,Dec,2023,Bank App
Cbdc,0.77,25.91,Dec,2023,Bank App
Others,0.12,38.33,Dec,2023,Bank App
Allahabad Bank App,0.03,8.47,Feb,2023,Bank App
Amazon Pay,47.8,4981.82,Feb,2023,Payment App
Au Small Finance Bank App,0.55,165.07,Feb,2023,Bank App
Axis Bank App,51.95,1413.95,Feb,2023,Bank App
Bajaj Finserv,5.44,882.75,Feb,2023,Payment App
Bandhan Bank App,0.01,1.71,Feb,2023,Bank App
Bank Of Baroda App,1.14,409.33,Feb,2023,Bank App
Bank Of India App,0.24,68.69,Feb,2023,Bank App
Bank Of Maharashtra App,0.07,19.02,Feb,2023,Bank App
Bhim,23.21,7158.37,Feb,2023,Payment App
Bajaj Finserv,0.01,3.43,Feb,2023,Payment App
Canara Bank App,1.09,284.23,Feb,2023,Bank App
Central Bank Of India App,0.32,72.15,Feb,2023,Bank App
Citi Bank App,0.08,59.37,Feb,2023,Bank App
City Union Bank App,0.06,15.94,Feb,2023,Bank App
Cointab,0.04,16.4,Feb,2023,Payment App
Cred,36.57,17902.2,Feb,2023,Payment App
Dbs Digibank App,0.39,161.51,Feb,2023,Bank App
Deutsche Bank App,1.32,118.35,Feb,2023,Bank App
Transerv,0.02,3.13,Feb,2023,Bank App
Dhanlaxmi Bank App,0.01,2.67,Feb,2023,Bank App
Equitas Small Finance Bank App,0.02,11.41,Feb,2023,Bank App
Eroute,0.17,6.08,Feb,2023,Bank App
Fampay Ppi,1.6,21.73,Feb,2023,Bank App
Fave,0.11,7.08,Feb,2023,Payment App
Federal Bank App,4.76,590.97,Feb,2023,Bank App
Fino Payments Bank App,0.1,6.5,Feb,2023,Bank App
Google Pay,2639.55,424442.48,Feb,2023,Payment App
Groww,0.21,158.9,Feb,2023,Payment App
Hdfc Bank App,11.87,3116.17,Feb,2023,Bank App
Hsbc Bank App,0.12,73.04,Feb,2023,Bank App
Icici Bank App,40.52,14831.4,Feb,2023,Bank App
Idbi Bank App,0.07,29.25,Feb,2023,Bank App
Idfc Bank App,22.28,3044.21,Feb,2023,Bank App
India Post Payments Bank App,4.05,609.49,Feb,2023,Bank App
Indian Bank App,0.24,68.57,Feb,2023,Bank App
Indian Overseas Bank App,0.01,2.31,Feb,2023,Bank App
Indusind Bank App,0.78,848.43,Feb,2023,Bank App
Jio Payments Bank App,1.5,104.03,Feb,2023,Bank App
Jupiter,2.39,314.07,Feb,2023,Bank App
Karnataka Bank App,0.39,88.38,Feb,2023,Bank App
Karur Vysya Bank App,0.04,14.78,Feb,2023,Bank App
Kotak Mahindra Bank App,12.09,2521.65,Feb,2023,Bank App
Makemytrip,0.05,22.7,Feb,2023,Bank App
Mobikwik,3.39,804.92,Feb,2023,Payment App
Nsdl Payments Bank App,0.02,3.0,Feb,2023,Bank App
Paytm Payments Bank App,1137.53,136528.25,Feb,2023,Payment App
PhonePe,3519.12,620121.97,Feb,2023,Payment App
Punjab National Bank App,0.33,90.01,Feb,2023,Bank App
Punjab Sindh Bank App,0.04,12.34,Feb,2023,Bank App
Rbl Bank App,1.74,489.45,Feb,2023,Bank App
Samsung Pay,5.24,488.33,Feb,2023,Bank App
Slash,0.01,0.49,Feb,2023,Bank App
Slice,0.47,117.78,Feb,2023,Payment App
South Indian Bank App,0.2,54.81,Feb,2023,Bank App
Standard Chartered Bank App,0.14,82.79,Feb,2023,Bank App
Sbi Bank App,3.72,1753.93,Feb,2023,Bank App
Tamilnad Mercantile Bank App,0.06,10.21,Feb,2023,Bank App
Tata Neu,0.13,14.54,Feb,2023,Bank App
Uco Bank App,0.31,97.44,Feb,2023,Bank App
Ultracash,0.03,1.67,Feb,2023,Bank App
Union Bank App,0.71,280.27,Feb,2023,Bank App
Utkarsh Small Finance Bank App,0.02,9.01,Feb,2023,Bank App
Whatsapp,11.63,970.67,Feb,2023,Bank App
Yes Bank App,26.55,7518.24,Feb,2023,Bank App
Others,0.03,9.01,Feb,2023,Bank App
Allahabad Bank App,0.03,9.17,Jan,2023,Bank App
Amazon Pay,57.75,5797.03,Jan,2023,Payment App
Au Small Finance Bank App,0.58,181.45,Jan,2023,Bank App
Axis Bank App,56.28,1467.64,Jan,2023,Bank App
Bajaj Finserv,5.01,812.4,Jan,2023,Payment App
Bajaj Markets,0.01,0.5,Jan,2023,Bank App
Bandhan Bank App,0.01,1.47,Jan,2023,Bank App
Bank Of Baroda App,1.1,423.46,Jan,2023,Bank App
Bank Of India App,0.24,70.34,Jan,2023,Bank App
Bank Of Maharashtra App,0.08,20.39,Jan,2023,Bank App
Bhim,24.96,8164.65,Jan,2023,Payment App
Canara Bank App,1.08,289.29,Jan,2023,Bank App
Central Bank Of India App,0.31,68.68,Jan,2023,Bank App
Citi Bank App,0.12,71.81,Jan,2023,Bank App
City Union Bank App,0.05,15.51,Jan,2023,Bank App
Cointab,0.05,21.16,Jan,2023,Payment App
Cred,35.18,19106.82,Jan,2023,Payment App
Dbs Digibank App,0.41,174.02,Jan,2023,Bank App
Deutsche Bank App,1.31,150.29,Jan,2023,Bank App
Dhanlaxmi Bank App,0.01,2.76,Jan,2023,Bank App
Equitas Small Finance Bank App,0.02,13.02,Jan,2023,Bank App
Eroute,0.08,2.29,Jan,2023,Bank App
Fampay Ppi,12.8,175.64,Jan,2023,Bank App
Fave,0.11,7.87,Jan,2023,Payment App
Federal Bank App,4.72,604.61,Jan,2023,Bank App
Fino Payments Bank App,0.11,7.51,Jan,2023,Bank App
Goibibo,0.01,1.6,Jan,2023,Bank App
Google Pay,2782.42,443725.01,Jan,2023,Payment App
Groww,0.19,152.17,Jan,2023,Payment App
Hdfc Bank App,12.3,3324.81,Jan,2023,Bank App
Hsbc Bank App,0.13,75.58,Jan,2023,Bank App
Icici Bank App,45.14,17088.16,Jan,2023,Bank App
Idbi Bank App,0.07,30.81,Jan,2023,Bank App
Idfc Bank App,11.47,2222.2,Jan,2023,Bank App
India Post Payments Bank App,5.43,707.37,Jan,2023,Bank App
Indian Bank App,0.26,73.38,Jan,2023,Bank App
Indian Overseas Bank App,0.01,2.31,Jan,2023,Bank App
Indusind Bank App,0.84,962.09,Jan,2023,Bank App
Janta Sahakari Bank App,0.01,3.98,Jan,2023,Bank App
Jio Payments Bank App,1.59,108.84,Jan,2023,Bank App
Jupiter,2.49,323.88,Jan,2023,Bank App
Karnataka Bank App,0.4,85.81,Jan,2023,Bank App
Karur Vysya Bank App,0.04,15.27,Jan,2023,Bank App
Kotak Mahindra Bank App,12.14,2612.6,Jan,2023,Bank App
Makemytrip,0.08,35.59,Jan,2023,Bank App
Mobikwik,3.49,785.48,Jan,2023,Payment App
Nsdl Payments Bank App,0.02,3.0,Jan,2023,Bank App
Paytm Payments Bank App,1190.89,139673.0,Jan,2023,Payment App
PhonePe,3802.67,651108.51,Jan,2023,Payment App
Punjab National Bank App,0.25,82.15,Jan,2023,Bank App
Punjab Sindh Bank App,0.04,13.08,Jan,2023,Bank App
Rbl Bank App,1.32,242.88,Jan,2023,Bank App
Samsung Pay,5.52,523.73,Jan,2023,Bank App
Slash,0.01,0.68,Jan,2023,Bank App
Slice,0.22,45.82,Jan,2023,Payment App
South Indian Bank App,0.19,56.75,Jan,2023,Bank App
Standard Chartered Bank App,0.15,85.16,Jan,2023,Bank App
Sbi Bank App,4.06,1901.92,Jan,2023,Bank App
Tamilnad Mercantile Bank App,0.07,11.67,Jan,2023,Bank App
Tata Neu,0.11,14.79,Jan,2023,Bank App
Transerv,0.01,0.71,Jan,2023,Bank App
Uco Bank App,0.32,101.06,Jan,2023,Bank App
Ultracash,0.04,2.25,Jan,2023,Bank App
Union Bank App,0.8,303.93,Jan,2023,Bank App
Utkarsh Small Finance Bank App,0.02,8.35,Jan,2023,Bank App
Whatsapp,11.47,963.12,Jan,2023,Bank App
Yes Bank App,33.96,12116.61,Jan,2023,Bank App
Others,0.02,5.57,Jan,2023,Bank App
Google Pay,3494.64,518095.1,Jul,2023,Payment App
Paytm Payments Bank App,1393.66,170767.35,Jul,2023,Payment App
Cred,80.34,30999.71,Jul,2023,Payment App
Axis Bank App,64.3,3217.03,Jul,2023,Bank App
Amazon Pay,57.6,6163.84,Jul,2023,Payment App
Icici Bank App,35.92,17770.37,Jul,2023,Bank App
Yes Bank App,32.01,11502.79,Jul,2023,Bank App
Bhim,24.94,8244.91,Jul,2023,Payment App
Kotak Mahindra Bank App,18.56,3480.6,Jul,2023,Bank App
Whatsapp,17.84,1598.67,Jul,2023,Bank App
Hdfc Bank App,17.77,4410.51,Jul,2023,Bank App
Fampay,16.79,206.43,Jul,2023,Bank App
Bajaj Finserv,12.11,1740.97,Jul,2023,Payment App
Airtel Payments Bank App,9.65,666.04,Jul,2023,Bank App
Samsung Pay,5.81,544.13,Jul,2023,Bank App
India Post Payments Bank App,5.43,587.75,Jul,2023,Bank App
Federal Bank App,5.19,665.11,Jul,2023,Bank App
Sbi Bank App,5.01,2095.15,Jul,2023,Bank App
Idfc Bank App,4.17,1121.41,Jul,2023,Bank App
Standard Chartered Bank App,4.14,2129.38,Jul,2023,Bank App
Mobikwik,3.79,1140.63,Jul,2023,Payment App
Jupiter,3.27,466.39,Jul,2023,Bank App
Groww,2.81,2075.98,Jul,2023,Payment App
Deutsche Bank App,1.83,175.52,Jul,2023,Bank App
Canara Bank App,1.73,514.02,Jul,2023,Bank App
Kiwi,1.53,52.51,Jul,2023,Bank App
Bank Of Baroda App,1.34,477.16,Jul,2023,Bank App
Jio Payments Bank App,1.34,114.12,Jul,2023,Bank App
Rbl Bank App,1.28,529.58,Jul,2023,Bank App
Slice,0.94,301.0,Jul,2023,Payment App
Union Bank App,0.88,349.19,Jul,2023,Bank App
Indusind Bank App,0.84,723.32,Jul,2023,Bank App
Punjab National Bank App,0.79,181.5,Jul,2023,Bank App
Au Small Finance Bank App,0.68,209.86,Jul,2023,Bank App
Omnicard,0.62,19.49,Jul,2023,Bank App
Karnataka Bank App,0.61,124.34,Jul,2023,Bank App
Dbs Digibank App,0.44,179.72,Jul,2023,Bank App
Central Bank Of India App,0.44,97.75,Jul,2023,Bank App
Uco Bank App,0.36,116.31,Jul,2023,Bank App
Indian Bank App,0.31,92.64,Jul,2023,Bank App
South Indian Bank App,0.25,73.83,Jul,2023,Bank App
Bank Of India App,0.25,78.83,Jul,2023,Bank App
Fino Payments Bank App,0.17,13.36,Jul,2023,Bank App
Hsbc Bank App,0.16,96.52,Jul,2023,Bank App
Fave,0.12,7.56,Jul,2023,Payment App
Bajaj Finserv Ppi,0.11,25.8,Jul,2023,Payment App
Tata Neu,0.1,16.7,Jul,2023,Bank App
Tamilnad Mercantile Bank App,0.1,23.5,Jul,2023,Bank App
Idbi Bank App,0.07,37.4,Jul,2023,Bank App
Citi Bank App,0.07,61.36,Jul,2023,Bank App
Ultracash,0.07,5.01,Jul,2023,Bank App
City Union Bank App,0.07,20.96,Jul,2023,Bank App
Indian Overseas Bank App,0.07,18.01,Jul,2023,Bank App
Karur Vysya Bank App,0.04,16.34,Jul,2023,Bank App
Makemytrip,0.04,19.92,Jul,2023,Bank App
Dhani,0.03,7.81,Jul,2023,Bank App
Equitas Small Finance Bank App,0.03,18.9,Jul,2023,Bank App
Bank Of Maharashtra App,0.03,5.66,Jul,2023,Bank App
Allahabad Bank App,0.03,8.73,Jul,2023,Bank App
Punjab Sindh Bank App,0.03,12.72,Jul,2023,Bank App
Nsdl Payments Bank App,0.03,4.56,Jul,2023,Bank App
Utkarsh Small Finance Bank App,0.02,6.24,Jul,2023,Bank App
Mobikwik Ppi,0.02,3.63,Jul,2023,Payment App
Jammu And Kashmir Bank App,0.01,2.29,Jul,2023,Bank App
Zomato,0.01,0.66,Jul,2023,Bank App
Dhanlaxmi Bank App,0.01,2.87,Jul,2023,Bank App
Bandhan Bank App,0.01,0.98,Jul,2023,Bank App
Shriram,0.01,0.21,Jul,2023,Bank App
Others,0.03,11.05,Jul,2023,Bank App
Cred,73.93,26431.8,Jun,2023,Payment App
Amazon Pay,52.89,5647.9,Jun,2023,Payment App
Axis Bank App,47.64,2231.7,Jun,2023,Bank App
Icici Bank App,37.63,16243.7,Jun,2023,Bank App
Yes Bank App,36.46,12997.5,Jun,2023,Bank App
Bhim,23.11,7289.0,Jun,2023,Payment App
Hdfc Bank App,17.56,4168.6,Jun,2023,Bank App
Kotak Mahindra Bank App,17.38,3202.5,Jun,2023,Bank App
Whatsapp,16.0,1443.3,Jun,2023,Bank App
Fampay,14.99,184.7,Jun,2023,Bank App
Bajaj Finserv,9.76,1312.6,Jun,2023,Payment App
Airtel Payments Bank App,8.84,632.2,Jun,2023,Bank App
Idfc Bank App,6.31,1540.3,Jun,2023,Bank App
Samsung Pay,5.61,522.8,Jun,2023,Bank App
Federal Bank App,4.86,630.0,Jun,2023,Bank App
India Post Payments Bank App,4.83,742.5,Jun,2023,Bank App
Sbi Bank App,4.64,1959.7,Jun,2023,Bank App
Mobikwik,3.58,1060.4,Jun,2023,Payment App
Jupiter,2.96,424.8,Jun,2023,Bank App
Deutsche Bank App,1.81,125.6,Jun,2023,Bank App
Canara Bank App,1.58,462.7,Jun,2023,Bank App
Groww,1.45,1039.6,Jun,2023,Payment App
Standard Chartered Bank App,1.4,672.6,Jun,2023,Bank App
Jio Payments Bank App,1.35,113.2,Jun,2023,Bank App
Rbl Bank App,1.29,497.9,Jun,2023,Bank App
Bank Of Baroda App,1.19,427.7,Jun,2023,Bank App
Slice,0.88,272.8,Jun,2023,Payment App
Indusind Bank App,0.79,897.6,Jun,2023,Bank App
Union Bank App,0.79,318.9,Jun,2023,Bank App
Punjab National Bank App,0.77,169.7,Jun,2023,Bank App
Au Small Finance Bank App,0.64,196.1,Jun,2023,Bank App
Karnataka Bank App,0.61,125.9,Jun,2023,Bank App
Omnicard,0.48,13.9,Jun,2023,Bank App
Central Bank Of India App,0.44,97.6,Jun,2023,Bank App
Dbs Digibank App,0.41,166.9,Jun,2023,Bank App
Uco Bank App,0.33,107.6,Jun,2023,Bank App
Indian Bank App,0.28,81.2,Jun,2023,Bank App
South Indian Bank App,0.25,70.5,Jun,2023,Bank App
Bank Of India App,0.23,71.9,Jun,2023,Bank App
Jupiter Edge (Livquick Ppi),0.21,11.3,Jun,2023,Bank App
Hsbc Bank App,0.15,89.2,Jun,2023,Bank App
Fino Payments Bank App,0.13,9.2,Jun,2023,Bank App
Tata Neu,0.12,17.6,Jun,2023,Bank App
Tamilnad Mercantile Bank App,0.08,18.9,Jun,2023,Bank App
Idbi Bank App,0.08,34.1,Jun,2023,Bank App
Citi Bank App,0.07,54.2,Jun,2023,Bank App
Fave,0.07,4.6,Jun,2023,Payment App
Bajaj Finserv Ppi,0.07,14.3,Jun,2023,Payment App
Pinelabs,0.07,4.2,Jun,2023,Bank App
City Union Bank App,0.06,18.3,Jun,2023,Bank App
Kiwi,0.05,4.1,Jun,2023,Bank App
Indian Overseas Bank App,0.05,13.0,Jun,2023,Bank App
Ultracash,0.04,3.1,Jun,2023,Bank App
Karur Vysya Bank App,0.04,14.0,Jun,2023,Bank App
Makemytrip,0.03,18.2,Jun,2023,Bank App
Punjab Sindh Bank App,0.03,12.6,Jun,2023,Bank App
Dhani,0.03,7.0,Jun,2023,Bank App
Equitas Small Finance Bank App,0.03,17.3,Jun,2023,Bank App
Allahabad Bank App,0.03,8.3,Jun,2023,Bank App
Nsdl Payments Bank App,0.02,4.1,Jun,2023,Bank App
Goniyo Ppi,0.02,0.5,Jun,2023,Bank App
Utkarsh Small Finance Bank App,0.02,6.3,Jun,2023,Bank App
Jammu And Kashmir Bank App,0.01,2.4,Jun,2023,Bank App
Bandhan Bank App,0.01,3.1,Jun,2023,Bank App
Zomato,0.01,1.7,Jun,2023,Bank App
Dhanlaxmi Bank App,0.01,3.2,Jun,2023,Bank App
Bank Of Maharashtra App,0.01,0.8,Jun,2023,Bank App
Others,0.0,11.8,Jun,2023,Bank App
Allahabad Bank App,0.03,8.33,Mar,2023,Bank App
Amazon Pay,50.56,5360.9,Mar,2023,Payment App
Au Small Finance Bank App,0.62,186.48,Mar,2023,Bank App
Axis Bank App,58.24,1976.67,Mar,2023,Bank App
Bajaj Finserv,6.7,965.35,Mar,2023,Payment App
Bajaj Finserv Ppi,0.05,12.22,Mar,2023,Payment App
Bajaj Markets,0.01,0.35,Mar,2023,Bank App
Bandhan Bank App,0.01,1.5,Mar,2023,Bank App
Bank Of America App,0.01,2.07,Mar,2023,Bank App
Bank Of Baroda App,1.16,447.25,Mar,2023,Bank App
Bank Of India App,0.23,71.14,Mar,2023,Bank App
Bank Of Maharashtra App,0.06,21.29,Mar,2023,Bank App
Bhim,23.68,7498.24,Mar,2023,Payment App
Canara Bank App,1.39,374.43,Mar,2023,Bank App
Central Bank Of India App,0.36,83.56,Mar,2023,Bank App
Citi Bank App,0.12,67.55,Mar,2023,Bank App
City Union Bank App,0.06,18.93,Mar,2023,Bank App
Cointab,0.04,19.07,Mar,2023,Payment App
Cred,42.84,21056.31,Mar,2023,Payment App
Dbs Digibank App,0.41,177.88,Mar,2023,Bank App
Deutsche Bank App,1.73,187.11,Mar,2023,Bank App
Dhanlaxmi Bank App,0.01,3.21,Mar,2023,Bank App
Equitas Small Finance Bank App,0.02,13.57,Mar,2023,Bank App
Eroute,0.27,19.25,Mar,2023,Bank App
Fampay Ppi,9.49,124.59,Mar,2023,Bank App
Fave,0.08,6.4,Mar,2023,Payment App
Federal Bank App,5.25,648.51,Mar,2023,Bank App
Fino Payments Bank App,0.13,8.18,Mar,2023,Bank App
Google Pay,3054.44,482896.69,Mar,2023,Payment App
Groww,0.18,137.64,Mar,2023,Payment App
Hdfc Bank App,14.22,3644.88,Mar,2023,Bank App
Hsbc Bank App,0.14,89.71,Mar,2023,Bank App
Icici Bank App,41.59,17624.14,Mar,2023,Bank App
Idbi Bank App,0.07,32.38,Mar,2023,Bank App
Idfc Bank App,14.02,3306.18,Mar,2023,Bank App
India Post Payments Bank App,4.44,667.69,Mar,2023,Bank App
Indian Bank App,0.26,92.41,Mar,2023,Bank App
Indian Overseas Bank App,0.02,4.47,Mar,2023,Bank App
Indusind Bank App,0.93,950.35,Mar,2023,Bank App
Janta Sahakari Bank App,0.01,3.74,Mar,2023,Bank App
Jio Payments Bank App,1.68,118.72,Mar,2023,Bank App
Jupiter,2.66,358.12,Mar,2023,Bank App
Karnataka Bank App,0.42,91.53,Mar,2023,Bank App
Karur Vysya Bank App,0.04,15.84,Mar,2023,Bank App
Kotak Mahindra Bank App,13.77,2854.65,Mar,2023,Bank App
Livquik,0.01,0.64,Mar,2023,Bank App
Makemytrip,0.05,23.5,Mar,2023,Bank App
Mobikwik,3.64,937.98,Mar,2023,Payment App
Nsdl Payments Bank App,0.03,3.47,Mar,2023,Bank App
Paytm Payments Bank App,1288.38,154430.4,Mar,2023,Payment App
PhonePe,4076.32,707410.47,Mar,2023,Payment App
Punjab National Bank App,0.43,110.59,Mar,2023,Bank App
Punjab Sindh Bank App,0.04,13.74,Mar,2023,Bank App
Rbl Bank App,1.88,545.98,Mar,2023,Bank App
Samsung Pay,5.68,528.09,Mar,2023,Bank App
South Indian Bank App,0.22,66.08,Mar,2023,Bank App
Standard Chartered Bank App,0.15,94.14,Mar,2023,Bank App
Sbi Bank App,4.36,2011.65,Mar,2023,Bank App
Tamilnad Mercantile Bank App,0.07,12.42,Mar,2023,Bank App
Tata Neu,0.12,15.0,Mar,2023,Bank App
Transerv Ppi,0.06,8.11,Mar,2023,Bank App
Uco Bank App,0.36,116.66,Mar,2023,Bank App
Ultracash,0.04,2.61,Mar,2023,Bank App
Union Bank App,0.75,310.24,Mar,2023,Bank App
Utkarsh Small Finance Bank App,0.02,6.35,Mar,2023,Bank App
Whatsapp,13.35,1144.76,Mar,2023,Bank App
Yes Bank App,31.47,10093.9,Mar,2023,Bank App
Others,0.02,5.18,Mar,2023,Bank App
Allahabad Bank App,0.03,8.87,May,2023,Bank App
Amazon Pay,57.08,5772.68,May,2023,Payment App
Au Small Finance Bank App,0.65,193.87,May,2023,Bank App
Axis Bank App,47.38,1916.44,May,2023,Bank App
Bajaj Finserv,9.12,1189.82,May,2023,Payment App
Bank Of Baroda App,1.11,412.03,May,2023,Bank App
Bank Of India App,0.22,69.87,May,2023,Bank App
Bhim,22.96,7209.87,May,2023,Payment App
Bpaywallet,0.06,9.65,May,2023,Bank App
Canara Bank App,1.48,431.27,May,2023,Bank App
Central Bank Of India App,0.43,95.58,May,2023,Bank App
Citi Bank App,0.09,55.38,May,2023,Bank App
City Union Bank App,0.06,20.02,May,2023,Bank App
Cointab,0.01,4.24,May,2023,Payment App
Cred,61.04,23426.74,May,2023,Payment App
Dbs Digibank App,0.42,174.75,May,2023,Bank App
Deutsche Bank App,1.89,174.27,May,2023,Bank App
Dhani,0.04,7.55,May,2023,Bank App
Dhanlaxmi Bank App,0.01,2.93,May,2023,Bank App
Equitas Small Finance Bank App,0.03,16.31,May,2023,Bank App
Fampay,13.78,166.5,May,2023,Bank App
Fave,0.02,1.68,May,2023,Payment App
Federal Bank App,5.12,643.62,May,2023,Bank App
Fino Payments Bank App,0.09,6.6,May,2023,Bank App
Google Pay,3274.69,497748.17,May,2023,Payment App
Groww,0.47,287.97,May,2023,Payment App
Hdfc Bank App,16.07,3982.69,May,2023,Bank App
Hsbc Bank App,0.14,87.5,May,2023,Bank App
Icici Bank App,43.92,17101.09,May,2023,Bank App
Idbi Bank App,0.08,34.64,May,2023,Bank App
Idfc Bank App,8.56,1696.01,May,2023,Bank App
India Post Payments Bank App,5.04,775.77,May,2023,Bank App
Indian Bank App,0.28,84.07,May,2023,Bank App
Indian Overseas Bank App,0.04,10.5,May,2023,Bank App
Indusind Bank App,0.81,886.1,May,2023,Bank App
Jammu And Kashmir Bank App,0.01,2.0,May,2023,Bank App
Jio Payments Bank App,1.56,119.8,May,2023,Bank App
Jupiter,2.94,415.04,May,2023,Bank App
Akudo & Muvin (Livquik),0.18,6.62,May,2023,Bank App
Karnataka Bank App,0.63,127.13,May,2023,Bank App
Karur Vysya Bank App,0.04,13.65,May,2023,Bank App
Kotak Mahindra Bank App,16.31,3139.05,May,2023,Bank App
Makemytrip,0.02,8.01,May,2023,Bank App
Mobikwik,3.59,997.92,May,2023,Payment App
Nsdl Payments Bank App,0.02,3.28,May,2023,Bank App
Omni,0.39,10.1,May,2023,Bank App
Paytm Payments Bank App,1342.28,164843.79,May,2023,Payment App
PhonePe,4499.2,757276.68,May,2023,Payment App
Pinelabs,0.06,3.25,May,2023,Bank App
Punjab National Bank App,1.1,177.69,May,2023,Bank App
Punjab Sindh Bank App,0.04,13.71,May,2023,Bank App
Rbl Bank App,1.24,489.36,May,2023,Bank App
Rbl Bank App,0.01,0.06,May,2023,Bank App
Samsung Pay,5.83,535.16,May,2023,Bank App
Slice,0.83,194.68,May,2023,Payment App
South Indian Bank App,0.25,71.46,May,2023,Bank App
Standard Chartered Bank App,0.15,91.48,May,2023,Bank App
Sbi Bank App,4.48,1969.95,May,2023,Bank App
Tamilnad Mercantile Bank App,0.07,14.83,May,2023,Bank App
Tata Neu,0.15,19.28,May,2023,Bank App
Uco Bank App,0.36,118.26,May,2023,Bank App
Ultracash,0.01,1.13,May,2023,Bank App
Union Bank App,0.76,306.93,May,2023,Bank App
Utkarsh Small Finance Bank App,0.02,6.81,May,2023,Bank App
Whatsapp,15.98,1477.06,May,2023,Bank App
Yes Bank App,42.65,13006.24,May,2023,Bank App
Zomato,0.01,0.43,May,2023,Bank App
Others,0.03,10.98,May,2023,Bank App
Google Pay,4099.08,599748.64,Nov,2023,Payment App
Paytm Payments Bank App,1479.47,191150.29,Nov,2023,Payment App
Cred,93.31,34541.32,Nov,2023,Payment App
Axis Bank App,66.02,3765.68,Nov,2023,Bank App
Amazon Pay,48.62,5737.75,Nov,2023,Payment App
Icici Bank App,40.75,23679.82,Nov,2023,Bank App
Fampay,28.43,336.92,Nov,2023,Bank App
Yes Bank App,26.06,11071.25,Nov,2023,Bank App
Kotak Mahindra Bank App,23.88,4341.61,Nov,2023,Bank App
Bhim,23.49,7957.46,Nov,2023,Payment App
Whatsapp,22.29,1917.47,Nov,2023,Bank App
Hdfc Bank App,20.68,5511.35,Nov,2023,Bank App
Bajaj Finserv,15.95,2406.06,Nov,2023,Payment App
Airtel Payments Bank App,11.34,827.06,Nov,2023,Bank App
Samsung Pay,5.84,557.36,Nov,2023,Bank App
Federal Bank App,5.51,698.06,Nov,2023,Bank App
Sbi Bank App,5.38,2163.09,Nov,2023,Bank App
India Post Payments Bank App,5.27,532.66,Nov,2023,Bank App
Idfc Bank App,4.96,1306.91,Nov,2023,Bank App
Groww,4.59,2528.81,Nov,2023,Payment App
Mobikwik,4.52,1467.04,Nov,2023,Payment App
Standard Chartered Bank App,4.39,506.93,Nov,2023,Bank App
Jupiter,4.29,577.81,Nov,2023,Bank App
Deutsche Bank App,3.26,268.85,Nov,2023,Bank App
Canara Bank App,2.29,667.04,Nov,2023,Bank App
Rbl Bank App,2.23,639.97,Nov,2023,Bank App
Slice,1.58,359.47,Nov,2023,Payment App
Jio Payments Bank App,1.26,117.05,Nov,2023,Bank App
Omnicard,1.09,37.85,Nov,2023,Bank App
Punjab National Bank App,1.04,214.29,Nov,2023,Bank App
Union Bank App,0.95,376.07,Nov,2023,Bank App
Bank Of Baroda App,0.95,419.67,Nov,2023,Bank App
Indusind Bank App,0.9,193.07,Nov,2023,Bank App
Gokiwi,0.76,93.99,Nov,2023,Bank App
Slice,0.69,27.42,Nov,2023,Payment App
Karnataka Bank App,0.68,138.92,Nov,2023,Bank App
Au Small Finance Bank App,0.66,239.22,Nov,2023,Bank App
Navi,0.6,37.44,Nov,2023,Bank App
Dbs Digibank App,0.52,196.87,Nov,2023,Bank App
Central Bank Of India App,0.51,117.44,Nov,2023,Bank App
Indian Bank App,0.36,93.94,Nov,2023,Bank App
Fino Payments Bank App,0.27,25.0,Nov,2023,Bank App
Uco Bank App,0.26,81.93,Nov,2023,Bank App
Bajaj Pay Wallet,0.26,62.02,Nov,2023,Bank App
South Indian Bank App,0.25,74.07,Nov,2023,Bank App
Bank Of India App,0.24,88.76,Nov,2023,Bank App
Hsbc Bank App,0.18,110.56,Nov,2023,Bank App
Indie - Indus Ind,0.16,30.77,Nov,2023,Bank App
Tamilnad Mercantile Bank App,0.1,29.13,Nov,2023,Bank App
Indian Overseas Bank App,0.09,24.83,Nov,2023,Bank App
Fave,0.09,8.29,Nov,2023,Payment App
Shriram One,0.09,10.06,Nov,2023,Bank App
Ultracash,0.08,5.5,Nov,2023,Bank App
Tata Neu,0.08,11.36,Nov,2023,Bank App
City Union Bank App,0.07,22.07,Nov,2023,Bank App
Idbi Bank App,0.07,35.22,Nov,2023,Bank App
Citi Bank App,0.07,60.24,Nov,2023,Bank App
Mobikwik,0.06,8.71,Nov,2023,Payment App
Digikhata,0.05,20.12,Nov,2023,Bank App
Bank Of Maharashtra App,0.04,8.79,Nov,2023,Bank App
